Area,Location,Rent (S$/month),Headline,Link
North East Singapore,Sengkang,1200,Master room for rent at Anchorvale Road with private ğŸ›bathroom prefer  ğŸ‘©female,https://sg.roomz.asia/2269
North East Singapore,Hougang,650,Single room for rent at 530418,https://sg.roomz.asia/2261
North East Singapore,Ang Mo Kio,800,Single room for rent at 560633 with private ğŸ›bathroom prefer  ğŸ‘©female,https://sg.roomz.asia/2236
North East Singapore,Hougang,800,Single room for rent at 109 Tampines Rd with private ğŸ›bathroom,https://sg.roomz.asia/2202
North East Singapore,Serangoon,750,Middle room for rent at 550238,https://sg.roomz.asia/2215
North East Singapore,Ang Mo Kio,800,Single room for rent at Block 230 HDB Ang Mo Kio,https://sg.roomz.asia/2148
North East Singapore,Sengkang,1000,Single room for rent at 8 Rivervale Link prefer  ğŸ‘©female,https://sg.roomz.asia/2118
North East Singapore,Sengkang,1000,Single room for rent at 8 Rivervale Link prefer  ğŸ‘©female,https://sg.roomz.asia/2117
North East Singapore,Sengkang,900,Single room for rent at Fernvale Lane Sengkang,https://sg.roomz.asia/2086
North East Singapore,Sengkang,900,Single room for rent at Fernvale Lane Sengkang,https://sg.roomz.asia/2085
North East Singapore,North-East Singapore,1500,Private room in condominium [City view],https://sg.roomz.asia/1750
North East Singapore,Hougang,530,Middle room for rent at Phillips Avenue prefer  ğŸ‘©female,https://sg.roomz.asia/1714
North East Singapore,Hougang,850,Master room for rent at Evergreen Park with private ğŸ›bathroom,https://sg.roomz.asia/1704
North East Singapore,Serangoon,1200,Middle room for rent at  prefer  ğŸ‘©female,https://sg.roomz.asia/1703
North East Singapore,Punggol,700,Single room for rent at 310C Waterway Terraces II prefer  ğŸ‘©female,https://sg.roomz.asia/1692
North East Singapore,Ang Mo Kio,800,Middle room for rent at 560633 with private ğŸ›bathroom prefer  ğŸ‘©female,https://sg.roomz.asia/1649
North East Singapore,Hougang,1000,ğŸ›ï¸Shared room for rent at 530652,https://sg.roomz.asia/1660
North East Singapore,Hougang,750,Single room for rent at 530116 ALL IN,https://sg.roomz.asia/1640
North East Singapore,Hougang,1200,Single room for rent at Hougang/Kovan/Serangoon,https://sg.roomz.asia/1608
North East Singapore,Punggol,650,Single room for rent at Punggol,https://sg.roomz.asia/1601
East Singapore,Katong,1299,Modern Single room for rent at Joo Chiat Place - NEWLY RENOVATED,https://sg.roomz.asia/1520
East Singapore,Katong,1399,Cozy Modern Single room for rent at Joo Chiat Place - NEWLY RENOVATED,https://sg.roomz.asia/1519
East Singapore,Katong,1399,Cozy Modern Single room for rent at Joo Chiat Place - NEWLY RENOVATED,https://sg.roomz.asia/1518
East Singapore,Tampines,1000,Middle room for rent at Tampines Central 7,https://sg.roomz.asia/1513
East Singapore,Tampines,750,Single room for rent at 498M Tampines Street 45,https://sg.roomz.asia/1508
East Singapore,Simei,650,Single room for rent at 520232,https://sg.roomz.asia/1453
East Singapore,Simei,650,Single room for rent at 520232,https://sg.roomz.asia/1452
East Singapore,Bedok,950,Middle room for rent at ,https://sg.roomz.asia/1419
East Singapore,Tampines,700,Single room for rent at Tampines Street 45,https://sg.roomz.asia/1410
Central Singapore,Bukit Merah,1100,Specious aircon common room available at bukit purmei road,https://sg.roomz.asia/2299
Central Singapore,Queenstown,1000,Single room for rent at Queenstown prefer  ğŸ‘©female,https://sg.roomz.asia/2293
Central Singapore,Bishan,1050,Middle room for rent at 570216,https://sg.roomz.asia/2276
Central Singapore,Kallang,1000,Centrally located common Room ,https://sg.roomz.asia/2263
Central Singapore,Kallang,1000,Single room for rent at 330022,https://sg.roomz.asia/2262
Central Singapore,Toa Payoh,500,Single room for rent at Lorong 3 Toa Payoh prefer  ğŸ‘©female,https://sg.roomz.asia/2255
Central Singapore,Lavender,1450,Middle room for rent at Block 17 HDB Beach,https://sg.roomz.asia/2252
Central Singapore,Kallang,750,Single room for rent at 22 Boon Keng Rd,https://sg.roomz.asia/2247
Central Singapore,Tanjong Pagar,1100,Single room for rent at Block 12,https://sg.roomz.asia/2242
Central Singapore,Geylang,600,Single room for rent at Circuit Road prefer  ğŸ“student,https://sg.roomz.asia/2240
Central Singapore,Outram,900,Single room for rent at 059108,https://sg.roomz.asia/2225
Central Singapore,Bishan,650,Single room for rent at 570173 with private ğŸ›bathroom,https://sg.roomz.asia/2151
Central Singapore,Novena,700,Single room for rent at 329557,https://sg.roomz.asia/2150
Central Singapore,Novena,800,Studio room for rent at 60 Newton Rd with private ğŸ›bathroom,https://sg.roomz.asia/2125
Central Singapore,Kallang,1000,Single room for rent at St. George's Road Singapore prefer  ğŸ‘©female,https://sg.roomz.asia/2078
Central Singapore,River Valley,1000,NoAgtFeeâ¤ NO OWNER CONDOâ¤Near Somerset MRT/ Orchard Rd+Maid Svc+Wifi,https://sg.roomz.asia/2072
Central Singapore,Rochor,1000,NoAgtFeesâ¤Near Bugis MRT/ Little India Mrt+ Newly Renovated+Maid Svc+Wifi ,https://sg.roomz.asia/2070
Central Singapore,River Valley,1000,Single room foâ¤NO OWNER CONDOâ¤Nr Somerset MRT/ Orchard Rd +Smart TV+Can Cook + WIFI r rent at Euro-Asia Court,https://sg.roomz.asia/2057
Central Singapore,Bukit Merah,1000,Single room for rent at 090034,https://sg.roomz.asia/2060
Central Singapore,Bishan,950,Single room for rent at Block 110 with private ğŸ›bathroom prefer  ğŸ‘©female,https://sg.roomz.asia/2051
Central Singapore,Toa Payoh,850,Single room for rent at Lorong 8 Toa Payoh,https://sg.roomz.asia/2050
Central Singapore,Lavender,450,ã€ŠNoAgtFeeã€‹ğŸ’–NO OWNER â¤Master room for ğŸ‘©female at Lavender mrt,https://sg.roomz.asia/1945
Central Singapore,Geylang,1350,Master room for rent at Eunos MRT Station (EW7) with private ğŸ›bathroom,https://sg.roomz.asia/1923
Central Singapore,Novena,800,Master room for rent at 41 Newton Rd with private ğŸ›bathroom,https://sg.roomz.asia/1412
North East Singapore,Hougang,450,3 bedroom 2 bathroom hdb for rent at 531981,https://sg.roomz.asia/1574
North East Singapore,Sengkang,900,Middle room for rent at Sengkang with private ğŸ›bathroom,https://sg.roomz.asia/1572
North East Singapore,Serangoon,400,Single room for rent at 550521 prefer  ğŸ‘©female,https://sg.roomz.asia/1567
North East Singapore,Hougang,800,Single room for rent at 532699,https://sg.roomz.asia/1560
North East Singapore,Ang Mo Kio,900,"Single room for rent at 588C , AMK ST52 PARK CENTRAL",https://sg.roomz.asia/1553
North East Singapore,Sengkang,900,Middle room for rent at 543291 with private ğŸ›bathroom,https://sg.roomz.asia/1501
North East Singapore,Punggol,800,Punggol Central - Cozy Room ( Near Mrt & Mall ),https://sg.roomz.asia/1495
North East Singapore,Hougang,1000,Condo Common Room for Rent in Hougang (Rio Vista) 534206,https://sg.roomz.asia/1488
North East Singapore,Hougang,900,Single room for rent at 530115 prefer  ğŸ‘©female,https://sg.roomz.asia/1473
North East Singapore,Serangoon,1450,Studio room for rent at 63 Brighton Cres with private ğŸ›bathroom,https://sg.roomz.asia/1470
North East Singapore,Sengkang,650,Middle room for rent at 541185 prefer  ğŸ‘©female,https://sg.roomz.asia/1455
North East Singapore,Sengkang,800,Single room for rent at Compassvale Street prefer  ğŸ‘©female,https://sg.roomz.asia/1440
North East Singapore,Punggol,530,Single room for rent at Punggol Block 171C,https://sg.roomz.asia/1407
North East Singapore,Ang Mo Kio,650,Middle room for rent at Ang Mo Kio Avenue 4,https://sg.roomz.asia/1387
North East Singapore,Punggol,680,Single room for rent at Corallinus 302A Punggol Place prefer  ğŸ‘©female,https://sg.roomz.asia/1383
North East Singapore,Hougang,450,ğŸ›ï¸Shared room for rent at Hougang Avenue 5 prefer  ğŸ‘©female,https://sg.roomz.asia/1380
North East Singapore,Serangoon,800,Single room for rent at 357741,https://sg.roomz.asia/1368
Central Singapore,Novena,800,Studio room for rent at Novena with private ğŸ›bathroom,https://sg.roomz.asia/1909
Central Singapore,Bukit Merah,900,136 jalan bukit merah common room for rent,https://sg.roomz.asia/1884
Central Singapore,River Valley,1100,"Ready Move In fully furnished room @ Orchard Road $1,100/mth",https://sg.roomz.asia/1873
Central Singapore,River Valley,1050,"Ready-Move in Fully Furnished Room @ Orchard Road $1,050 / mth",https://sg.roomz.asia/1872
Central Singapore,Queenstown,900,5 Mins to Holland Village MRT Corner Privacy Spacious Aicon Common Room,https://sg.roomz.asia/1846
Central Singapore,Tanjong Pagar,1100,Single room for rent at 082001,https://sg.roomz.asia/1787
Central Singapore,Tanjong Pagar,1100,Single room for rent at 082001,https://sg.roomz.asia/1786
Central Singapore,Kallang,450,ğŸ›ï¸Shared room for rent at 330023 prefer  ğŸ‘©female,https://sg.roomz.asia/1785
Central Singapore,Kallang,450,ğŸ›ï¸Shared room for rent at 330023 prefer  ğŸ‘©female,https://sg.roomz.asia/1784
Central Singapore,Newton,800,Studio room for rent at Newton with private ğŸ›bathroom,https://sg.roomz.asia/1725
Central Singapore,Tanjong Pagar,800,Single room for rent at Everton Park,https://sg.roomz.asia/1699
Central Singapore,Buona Vista,600,Single room for rent at 134028 prefer  ğŸ‘©female,https://sg.roomz.asia/1697
Central Singapore,Geylang,700,"â¤ï¸â¤ï¸ Geylang road, shophouse common rooms for rent",https://sg.roomz.asia/1655
Central Singapore,Farrer Park,1100,"|| Near Farrer Park MRT, condo common ROOM S$1100/MTH",https://sg.roomz.asia/1654
Central Singapore,Toa Payoh,1250,Master room for rent at 310237 with private ğŸ›bathroom,https://sg.roomz.asia/1648
Central Singapore,River Valley,1200,Middle room for rent at 2 River Valley Cl,https://sg.roomz.asia/1646
Central Singapore,Kallang,1000,Single room for rent at 330022,https://sg.roomz.asia/1620
Central Singapore,Kallang,800,Single room for rent at 321026 with private ğŸ›bathroom,https://sg.roomz.asia/1599
Central Singapore,Toa Payoh,850,Single room for rent at 310002 prefer  ğŸ‘©female,https://sg.roomz.asia/1588
Central Singapore,Bugis,1250,Cozy furnished large common room rental in town near bugis MRT,https://sg.roomz.asia/1579
Central Singapore,Bugis,1375,Master room for rent at 180271,https://sg.roomz.asia/1578
Central Singapore,Bishan,900,Single room for rent at Bishan prefer  ğŸ‘©female,https://sg.roomz.asia/1557
Central Singapore,Newton,800,"Fully Furnished Studio for Rent in 24 Newton Rd, Singapore 307956 $SGD800",https://sg.roomz.asia/1546
Central Singapore,Bugis,800,Single room for rent at 200632 prefer  ğŸ‘©female,https://sg.roomz.asia/1544
Central Singapore,Novena,800," Fully Furnished Studio for rent in 60 Newton Rd, Singapore 307994 $SGD800",https://sg.roomz.asia/1491
Central Singapore,Tiong Bahru,800,Single room for rent at  prefer  ğŸ‘©female,https://sg.roomz.asia/1510
Central Singapore,Queenstown,1200,Master room for rent near Pasir Panjang Mrt with private ğŸ›bathroom,https://sg.roomz.asia/1490
Central Singapore,Queenstown,1200,Co-Living Space @ Queens ,https://sg.roomz.asia/1482
Central Singapore,Bishan,800,Middle room for rent at 570165 prefer  ğŸ‘©female,https://sg.roomz.asia/1477
Central Singapore,Lavender,1200,Master bedroom near Lavender MRT station,https://sg.roomz.asia/1476
Central Singapore,Toa Payoh,900,Middle room for rent at Bartley Ridge prefer  ğŸ‘©female,https://sg.roomz.asia/1472
Central Singapore,Potong Pasir,1300,Middle room for rent at One Leicester with private ğŸ›bathroom,https://sg.roomz.asia/1469
Central Singapore,Kallang,800,Single room for rent at 380039 prefer  ğŸ‘©female,https://sg.roomz.asia/1465
Central Singapore,Tiong Bahru,1300,Master room for rent at 131B Kim Tian Rd with private ğŸ›bathroom,https://sg.roomz.asia/1463
Central Singapore,River Valley,950,Single room for rent at 239568,https://sg.roomz.asia/1457
Central Singapore,Tanjong Pagar,850,Single room for rent at 080017,https://sg.roomz.asia/1456
Central Singapore,Toa Payoh,450,Single room for rent at Lorong 1 Toa Payoh prefer  ğŸ‘©female,https://sg.roomz.asia/1444
Central Singapore,Toa Payoh,650,Single room for rent at 310096 prefer  ğŸ‘©female,https://sg.roomz.asia/1423
Central Singapore,Queenstown,900,Master room for rent at Dover Road prefer  ğŸ‘©female,https://sg.roomz.asia/1421
Central Singapore,Queenstown,900,Master room for rent at Dover Road prefer  ğŸ‘©female,https://sg.roomz.asia/1420
Central Singapore,Rochor,1100,Common room for rent high floor at Klang Lane heart of the city,https://sg.roomz.asia/1418
Central Singapore,Holland,850,"Middle room for rent at Block 102, Commonwealth Crescent prefer  ğŸ‘©female",https://sg.roomz.asia/1411
Central Singapore,Queenstown,900,Master room for rent at 140154 prefer  ğŸ‘©female ğŸ“student,https://sg.roomz.asia/1399
Central Singapore,Tanjong Pagar,900,Spacious Single room for rent at Tanjong Pagar Plaza,https://sg.roomz.asia/1375
Central Singapore,Balestier,800,Middle room for rent at Balestier Road with private ğŸ›bathroom .. ğŸ‘©female only,https://sg.roomz.asia/1397
Central Singapore,Tanglin,1400,Master room for rent at 249565 with private ğŸ›bathroom,https://sg.roomz.asia/1297
Central Singapore,Tanglin,1400,Room for Rent @ Spring Grove Condominium ,https://sg.roomz.asia/1327
Central Singapore,Buona Vista,800,Single room for rent at 31 Ghim Moh Link prefer  ğŸ‘©female,https://sg.roomz.asia/1393
Central Singapore,Novena,800,Master room for rent at 307957 with private ğŸ›bathroom,https://sg.roomz.asia/1376
Central Singapore,Kallang,1100,Master room for rent at 10 Gloucester Rd with private ğŸ›bathroom prefer  ğŸ‘©female,https://sg.roomz.asia/1373
Central Singapore,Kallang,900,Middle room for rent at Lavender Mrt,https://sg.roomz.asia/1372
West Singapore,Boon Lay,900,Single room for rent at  prefer  ğŸ‘©female @ Jurong East/Boon Lay,https://sg.roomz.asia/2457
West Singapore,Bukit Batok,650,Middle room for rent at Bukit Batok Street 31 prefer  ğŸ‘©female,https://sg.roomz.asia/2454
West Singapore,Choa Chu Kang,650,Single room for rent at 680771,https://sg.roomz.asia/2450
West Singapore,Jurong West,650,Single room for rent at 938 Jurong West Street 91,https://sg.roomz.asia/2446
West Singapore,Boon Lay,900,Room Rental @ LakeLife Condo - Boon Lay/Jurong East,https://sg.roomz.asia/2445
West Singapore,Bukit Batok,1350,Master room for rent at 650514 with private ğŸ›bathroom,https://sg.roomz.asia/2428
West Singapore,Jurong East,900,Room Rental @ LakeLife Condo - Boon Lay/Jurong East,https://sg.roomz.asia/2422
West Singapore,Bukit Panjang,800,Single room for rent at Bukit Panjang,https://sg.roomz.asia/2412
West Singapore,Jurong West,700,Single room for rent at 643275 prefer  ğŸ‘©female,https://sg.roomz.asia/2405
West Singapore,Boon Lay,750,Single room for rent at 642268,https://sg.roomz.asia/2404
West Singapore,Boon Lay,750,Single room for rent at 642268,https://sg.roomz.asia/2403
West Singapore,Boon Lay,900,Room Rental @ LakeLife Condo - Boon Lay/Jurong East,https://sg.roomz.asia/2402
West Singapore,Choa Chu Kang,650,Single room for rent at 680771,https://sg.roomz.asia/2400
West Singapore,Jurong East,700,Single room for rent at Block 228 prefer  ğŸ‘©female,https://sg.roomz.asia/2388
West Singapore,Jurong West,800,Single room for rent at Jurong West  with private ğŸ›bathroom,https://sg.roomz.asia/2387
West Singapore,Boon Lay,900,Single room for rent at Lake Life prefer  ğŸ‘©female,https://sg.roomz.asia/2386
West Singapore,Boon Lay,900,Single room for rent at Lake Life prefer  ğŸ‘©female,https://sg.roomz.asia/2385
West Singapore,Bukit Panjang,700,Middle room for rent at 670459,https://sg.roomz.asia/2381
West Singapore,Bukit Batok,445,Master room for rent at 653289,https://sg.roomz.asia/2370
West Singapore,Choa Chu Kang,650,Single room for rent at 680565,https://sg.roomz.asia/2360
West Singapore,Choa Chu Kang,800,"Spacious Common room available for rent, Near Yew Tee MRT walking distance, No Agent Feemon room for rent at Choa Chu Kang Crescent near Yew Tee MRT",https://sg.roomz.asia/2347
West Singapore,Jurong East,650,Single room for rent at Block 231 prefer  ğŸ‘©female,https://sg.roomz.asia/2337
West Singapore,Jurong West,900,Single room for rent at 640205,https://sg.roomz.asia/2335
West Singapore,Bukit Batok,800,"STUDIO IN 1 BUKIT BATOK STREET 25, Singapore 658882",https://sg.roomz.asia/2325
West Singapore,Jurong East,800,Studio Room for Rent in 113 Jurong East Street13(S)600113,https://sg.roomz.asia/2324
West Singapore,Choa Chu Kang,750,"Middle room for rent at Choa Chu Kang, Yew Tee MRT Station   with private ğŸ›bathroom",https://sg.roomz.asia/2318
West Singapore,Jurong West,530,Single room for rent at Block 824 HDB Jurong West,https://sg.roomz.asia/2308
West Singapore,Jurong East,1200,JE/Clementi Waterfront Aircon Room,https://sg.roomz.asia/1468
West Singapore,Bukit Panjang,700,Single room for rent at 670174 prefer  ğŸ‘©female,https://sg.roomz.asia/2298
West Singapore,Jurong West,1000,Near Boon Lay MRT ,https://sg.roomz.asia/2292
West Singapore,Jurong West,1200,Single room for rent at Boon Lay MRT Station (EW27),https://sg.roomz.asia/2265
West Singapore,Bukit Batok,900,Master room for rent at Block 134 with private ğŸ›bathroom,https://sg.roomz.asia/2257
West Singapore,Jurong West,900,Middle room for rent at 349 Corporation Dr,https://sg.roomz.asia/2243
West Singapore,Jurong West,550,Single room for rent at Jurong West prefer  ğŸ‘©female,https://sg.roomz.asia/2217
West Singapore,Clementi,1350,After 25 Sept 2022-MstrBdrm available near Buona Vista MRT w/private bathroom-prefer  ğŸ‘©female,https://sg.roomz.asia/2175
West Singapore,Bukit Panjang,700,Single room for rent at 670146,https://sg.roomz.asia/2152
West Singapore,Bukit Batok,800,Studio room for rent at Parkview Apartments with private ğŸ›bathroom,https://sg.roomz.asia/2127
West Singapore,Jurong East,800,Studio room for rent at Block 109 with private ğŸ›bathroom,https://sg.roomz.asia/2126
West Singapore,Bukit Panjang,650,Middle room for rent at Teck Whye Lane,https://sg.roomz.asia/2090
West Singapore,Bukit Panjang,850,Single room for rent at 670270 prefer  ğŸ‘©female,https://sg.roomz.asia/2046
West Singapore,Jurong East,800,"Single room for rent at Blk 247 Jurong East Street 24, #12-22, Singapore 600247 prefer  ğŸ‘©female",https://sg.roomz.asia/2016
West Singapore,Boon Lay,800,Single room for rent at 640187 prefer  ğŸ‘©female,https://sg.roomz.asia/1922
West Singapore,Bukit Batok,800,Master room for rent at Parkview Apartments with private ğŸ›bathroom,https://sg.roomz.asia/1414
West Singapore,Jurong East,800,Master room for rent at Block 106 HDB Jurong East with private ğŸ›bathroom,https://sg.roomz.asia/1413
West Singapore,Jurong West,800,Studio room for rent at Jurong West with private ğŸ›bathroom,https://sg.roomz.asia/1911
West Singapore,Jurong East,800,Master room for rent at Jurong East with private ğŸ›bathroom,https://sg.roomz.asia/1910
West Singapore,Clementi,899,CLEMENTI PARK / NEAR TRADEHUB 21 / SHUTTLE SERVICE TO CLEMENTI MRT/COMMON ROOM/AVAILABLE 02 DEC,https://sg.roomz.asia/1890
West Singapore,Boon Lay,500,Master room for rent at 641668 with private ğŸ›bathroom prefer  ğŸ‘©female,https://sg.roomz.asia/1789
West Singapore,Boon Lay,500,Master room for rent at 641668 with private ğŸ›bathroom prefer  ğŸ‘©female,https://sg.roomz.asia/1788
West Singapore,Choa Chu Kang,900,Middle room for rent at 689105 with private ğŸ›bathroom prefer  ğŸ‘©female,https://sg.roomz.asia/1730
West Singapore,Choa Chu Kang,900,Middle room for rent at 689105 with private ğŸ›bathroom prefer  ğŸ‘©female,https://sg.roomz.asia/1729
West Singapore,Jurong West,800,Studio room for rent at Jurong West with private ğŸ›bathroom,https://sg.roomz.asia/1727
West Singapore,Jurong East,800,Master room for rent at Jurong East with private ğŸ›bathroom,https://sg.roomz.asia/1726
West Singapore,Jurong West,700,Single room for rent at The Floravale,https://sg.roomz.asia/1716
West Singapore,Clementi,850,Single room for rent at 5 Clementi Ave 3 prefer  ğŸ‘©female,https://sg.roomz.asia/1691
West Singapore,Clementi,1300,Single room for rent @ Pasir Panjang Gardens,https://sg.roomz.asia/1662
West Singapore,Clementi,850,Master room for rent at  with private ğŸ›bathroom,https://sg.roomz.asia/1342
West Singapore,Choa Chu Kang,850,Single room for rent at 683688 prefer  ğŸ‘©female,https://sg.roomz.asia/1585
West Singapore,Clementi,950,Single room for rent at 121445 prefer  ğŸ‘©female,https://sg.roomz.asia/1571
West Singapore,Bukit Batok,950,Master room for rent at 652464 with private ğŸ›bathroom,https://sg.roomz.asia/1565
West Singapore,Bukit Batok,450,ğŸ›ï¸Shared room for rent at 650152,https://sg.roomz.asia/1556
West Singapore,Jurong East,800, Fully Furnished Studio Room for Rent in 120 Jurong East Street13(S)600120,https://sg.roomz.asia/1547
West Singapore,Bukit Panjang,850,Single room for rent at 670176,https://sg.roomz.asia/1539
West Singapore,Jurong West,600,Single room for rent at Jurong West with private ğŸ›bathroom,https://sg.roomz.asia/1531
West Singapore,Jurong West,600,Single room for rent at Jurong West with private ğŸ›bathroom,https://sg.roomz.asia/1530
West Singapore,Jurong East,1150,Master room for rent at Jurong East with private ğŸ›bathroom,https://sg.roomz.asia/1528
West Singapore,Bukit Batok,800,"NEW FURNISHED STUDIO IN 1 BUKIT BATOK STREET 25, SINGAPORE 658882",https://sg.roomz.asia/1493
West Singapore,Jurong East,800, Newly fully furnished studio for rent in 109 Jurong East Street 13(S)600109 SG$800,https://sg.roomz.asia/1492
West Singapore,Bukit Batok,750,Single room for rent at Bukit Batok East Avenue 5 with private ğŸ›bathroom prefer  ğŸ‘©female,https://sg.roomz.asia/1507
West Singapore,Jurong West,650,Single room for rent at 610157 with private ğŸ›bathroom prefer  ğŸ‘©female,https://sg.roomz.asia/1475
West Singapore,Jurong West,550,Room for rent at Block 824 Jurong West St.81 Singapore 640824,https://sg.roomz.asia/1389
West Singapore,Bukit Panjang,600,Common Room for Rent. Blk 240 Bukit Panjang Ring Road ,https://sg.roomz.asia/1382
West Singapore,Jurong East,800,Master room for rent at 115 Jurong East Street13 with private ğŸ›bathroom,https://sg.roomz.asia/1377
